TIMESTAMP,RECORD,BattV,calibrated_wind_speed
2025-01-30 13:35:00,26944.0,12.7,5.731
2025-01-30 13:36:00,26945.0,12.7,6.078
2025-01-30 13:37:00,26946.0,12.7,5.918
2025-01-30 13:38:00,26947.0,12.7,5.953
2025-01-30 13:39:00,26948.0,12.7,5.998
2025-01-30 13:40:00,26949.0,12.7,5.3469999999999995
2025-01-30 13:41:00,26950.0,12.7,5.056
2025-01-30 13:42:00,26951.0,12.7,5.758
2025-01-30 13:43:00,26952.0,12.7,5.682
2025-01-30 13:44:00,26953.0,12.7,5.786
2025-01-30 13:45:00,26954.0,12.7,6.3629999999999995
2025-01-30 13:46:00,26955.0,12.7,5.935
2025-01-30 13:47:00,26956.0,12.7,5.6129999999999995
2025-01-30 13:48:00,26957.0,12.7,5.776
2025-01-30 13:49:00,26958.0,12.7,5.735
2025-01-30 13:50:00,26959.0,12.7,6.252
2025-01-30 13:51:00,26960.0,12.7,6.693
2025-01-30 13:52:00,26961.0,12.7,7.575
2025-01-30 13:53:00,26962.0,12.7,6.307
2025-01-30 13:54:00,26963.0,12.7,6.16
2025-01-30 13:55:00,26964.0,12.7,5.515
2025-01-30 13:56:00,26965.0,12.7,5.703
2025-01-30 13:57:00,26966.0,12.7,5.9
2025-01-30 13:58:00,26967.0,12.7,5.304
2025-01-30 13:59:00,26968.0,12.7,5.376
2025-01-30 14:00:00,26969.0,12.7,6.449
2025-01-30 14:01:00,26970.0,12.7,7.04
2025-01-30 14:02:00,26971.0,12.7,7.485
2025-01-30 14:03:00,26972.0,12.7,6.622
2025-01-30 14:04:00,26973.0,12.7,7.106
2025-01-30 14:05:00,26974.0,12.7,6.221
2025-01-30 14:06:00,26975.0,12.7,5.208
2025-01-30 14:07:00,26976.0,12.7,4.674
2025-01-30 14:08:00,26977.0,12.7,4.68
2025-01-30 14:09:00,26978.0,12.7,4.87
2025-01-30 14:10:00,26979.0,12.7,5.735
2025-01-30 14:11:00,26980.0,12.7,5.218
2025-01-30 14:12:00,26981.0,12.7,5.294
2025-01-30 14:13:00,26982.0,12.7,5.201
2025-01-30 14:14:00,26983.0,12.7,5.192
2025-01-30 14:15:00,26984.0,12.7,5.801
2025-01-30 14:16:00,26985.0,12.7,5.822
2025-01-30 14:17:00,26986.0,12.7,6.585
2025-01-30 14:18:00,26987.0,12.7,6.149
2025-01-30 14:19:00,26988.0,12.7,6.253
2025-01-30 14:20:00,26989.0,12.7,5.892
2025-01-30 14:21:00,26990.0,12.7,7.846
2025-01-30 14:22:00,26991.0,12.7,6.232
2025-01-30 14:23:00,26992.0,12.7,6.555
2025-01-30 14:24:00,26993.0,12.7,5.837
2025-01-30 14:25:00,26994.0,12.7,5.27
2025-01-30 14:26:00,26995.0,12.7,5.177
2025-01-30 14:27:00,26996.0,12.7,5.236
2025-01-30 14:28:00,26997.0,12.7,4.818
2025-01-30 14:29:00,26998.0,12.7,4.646
2025-01-30 14:30:00,26999.0,12.7,5.864
2025-01-30 14:31:00,27000.0,12.7,5.979
2025-01-30 14:32:00,27001.0,12.7,5.879
2025-01-30 14:33:00,27002.0,12.7,5.342
2025-01-30 14:34:00,27003.0,12.7,5.211
2025-01-30 14:35:00,27004.0,12.7,5.118
2025-01-30 14:36:00,27005.0,12.7,4.984
2025-01-30 14:37:00,27006.0,12.7,4.803
2025-01-30 14:38:00,27007.0,12.7,4.888
2025-01-30 14:39:00,27008.0,12.7,4.223
2025-01-30 14:40:00,27009.0,12.7,4.032
2025-01-30 14:41:00,27010.0,12.7,5.283
2025-01-30 14:42:00,27011.0,12.7,6.345
2025-01-30 14:43:00,27012.0,12.7,5.69
2025-01-30 14:44:00,27013.0,12.7,5.196
2025-01-30 14:45:00,27014.0,12.7,5.025
2025-01-30 14:46:00,27015.0,12.7,5.017
2025-01-30 14:47:00,27016.0,12.7,5.634
2025-01-30 14:48:00,27017.0,12.7,5.3389999999999995
2025-01-30 14:49:00,27018.0,12.7,5.471
2025-01-30 14:50:00,27019.0,12.7,5.438
2025-01-30 14:51:00,27020.0,12.7,5.144
2025-01-30 14:52:00,27021.0,12.7,5.42
2025-01-30 14:53:00,27022.0,12.7,5.131
2025-01-30 14:54:00,27023.0,12.7,5.149
2025-01-30 14:55:00,27024.0,12.7,5.703
2025-01-30 14:56:00,27025.0,12.7,5.521
2025-01-30 14:57:00,27026.0,12.7,5.837
2025-01-30 14:58:00,27027.0,12.7,6.35
2025-01-30 14:59:00,27028.0,12.7,6.002
2025-01-30 15:00:00,27029.0,12.7,6.183
2025-01-30 15:01:00,27030.0,12.7,6.221
